"group","key","en","fk","lang","alias","trans"
"_json","Organising skills - please select at least one if you’d like to host events",NULL,NULL,"no","no",
"_json","Other","Other",NULL,"no","no",
"_json","Other buttons","Other buttons",NULL,"no","no",
"_json","Paper feed","Paper feed",NULL,"no","no",
"_json","Paper output","Paper output",NULL,"no","no",
"_json","Paper shredder","Paper shredder",NULL,"no","no",
"_json","PC accessory","PC accessory",NULL,"no","no",
"_json","Performance","Performance",NULL,"no","no",
"_json","Poor data","Poor data",NULL,"no","no",
"_json","Portable radio","Portable radio",NULL,"no","no",
"_json","Power supply/connectors","Power supply/connectors",NULL,"no","no",
"_json","Power tool","Power tool",NULL,"no","no",
"_json","Power/battery","Power/battery",NULL,"no","no",
"_json","Print quality","Print quality",NULL,"no","no",
"_json","Printer/scanner","Printer/scanner",NULL,"no","no",
"_json","Printhead cleaning","Printhead cleaning",NULL,"no","no",
"_json","Printhead failure","Printhead failure",NULL,"no","no",
"_json","Projector","Projector",NULL,"no","no",
"_json","Publicising events","Publicising events",NULL,"no","no",
"_json","Recruiting volunteers ","Recruiting volunteers",NULL,"no","no",
"_json","Repair information not available","Repair information not available",NULL,"no","no",
"_json","Repairable","Repairable",NULL,"no","no",
"_json","Replace the charger or charging cable","Replace the charger or charging cable",NULL,"no","no",
"_json","Replace with new battery","Replace with new battery",NULL,"no","no",
"_json","Replacing PCB components","Replacing PCB components",NULL,"no","no",
"_json","Replacing screens","Replacing screens",NULL,"no","no",
"_json","Restarter","Repairer",NULL,"no","no",
"_json","Scanner","Scanner",NULL,"no","no",
"_json","Screen","Screen",NULL,"no","no",
"_json","Sewing machine","Sewing machine",NULL,"no","no",
"_json","Sim card slot","SIM card slot",NULL,"no","no",
"_json","Small home electrical","Small home electrical",NULL,"no","no",
"_json","Small kitchen item","Small kitchen item",NULL,"no","no",
"_json","Software issue","Software issue",NULL,"no","no",
"_json","Software issue/update","Software issue/update",NULL,"no","no",
"_json","Software update","Software update",NULL,"no","no",
"_json","Software/OS","Software/OS",NULL,"no","no",
"_json","Spare parts not available","Spare parts not available",NULL,"no","no",
"_json","Spare parts too expensive","Spare parts too expensive",NULL,"no","no",
"_json","Speaker/amplifier","Speaker/amplifier",NULL,"no","no",
"_json","Storage Storage","Storage",NULL,"no","no",
"_json","Stuck booting","Stuck booting",NULL,"no","no",
"_json","Tablet","Tablet",NULL,"no","no",
"_json","Technical skills","Technical skills",NULL,"no","no",
"_json","Toaster","Toaster",NULL,"no","no",
"_json","Toner","Toner",NULL,"no","no",
"_json","Toy","Toy",NULL,"no","no",
"_json","TV and gaming-related accessories","TV and gaming-related accessories",NULL,"no","no",
"_json","Unknown","Unknown",NULL,"no","no",
"_json","Unrepairable corrosion or leakage","Unrepairable corrosion or leakage",NULL,"no","no",
"_json","USB port/cable","USB port/cable",NULL,"no","no",
"_json","USB/charging port","USB/charging port",NULL,"no","no",
"_json","Using a multimeter","Using a multimeter",NULL,"no","no",
"_json","Vacuum","Vacuum",NULL,"no","no",
"_json","Vendor lock-in","Vendor lock-in",NULL,"no","no",
"_json","Volume buttons","Volume buttons",NULL,"no","no",
"_json","Waste toner/ink box","Waste toner/ink box",NULL,"no","no",
"_json","Watch/clock","Watch/clock",NULL,"no","no",
"_json","WiFi","WiFi",NULL,"no","no",
"admin","brand","Brand","Brand","no","no",
"admin","brand_modal_title","Add new brand","Add new brand","no","no",
"admin","brand-name","Brand name","Brand name","no","no",
"admin","categories","Categories","Kategori","no","no",
"admin","category_cluster","Category Cluster","Category Cluster","no","no",
"admin","category_name","Category name","Category name","no","no",
"admin","co2_footprint","CO<sub>2</sub> Footprint (kg)","CO<sub>2</sub> Footprint (kg)","no","no",
"admin","create-new-brand","Create new brand","Create new brand","no","no",
"admin","create-new-category","Create new category","Create new category","no","no",
"admin","create-new-skill","Create new skill","Create new skill","no","no",
"admin","create-new-tag","Create new tag","Create new tag","no","no",
"admin","delete-skill","Delete skill","Delete skill","no","no",
"admin","delete-tag","Delete tag","Delete tag","no","no",
"admin","description","Description","Description","no","no",
"admin","description_optional","Description (optional)","Description (optional)","no","no",
"admin","edit-brand","Edit brand","Edit brand","no","no",
"admin","edit-brand-content",,,"no","no",
"admin","edit-category","Edit category","Edit category","no","no",
"admin","edit-category-content",,,"no","no",
"admin","edit-group-tag","Edit group tag","Edit group tag","no","no",
"admin","edit-group-tag-content",,,"no","no",
"admin","edit-skill","Edit skill","Edit skill","no","no",
"admin","edit-skill-content",,,"no","no",
"admin","edit-tag","Edit tag","Edit tag","no","no",
"admin","group-tags","Group tags","Group tags","no","no",
"admin","name","Name","Name","no","no",
"admin","reliability","Reliability","Reliability","no","no",
"admin","reliability-1","Very poor","Very poor","no","no",
"admin","reliability-2","Poor","Poor","no","no",
"admin","reliability-3","Fair","Fair","no","no",
"admin","reliability-4","Good","Good","no","no",
"admin","reliability-5","Very good","Very good","no","no",
"admin","reliability-6","N/A","N/A","no","no",
"admin","save-brand","Save brand","Save brand","no","no",
"admin","save-category","Save category","Save category","no","no",
"admin","save-skill","Save skill","Save skill","no","no",
"admin","save-tag","Save tag","Save tag","no","no",
"admin","skill_name","Skill name","Skill name","no","no",
"admin","skills","Skills","Skills","no","no",
"admin","skills_modal_title","Add new skill","Add new skill","no","no",
"admin","tag-name","Tag name","Tag name","no","no",
"admin","tags_modal_title","Add new tag","Add new tag","no","no",
"admin","weight","Weight (kg)","Weight (kg)","no","no",
"auth","assigned_groups","Assigned to groups","Assigned to groups","no","no",
"auth","change_password","Change password","Change password","no","no",
"auth","change_password_text","Keep your account safe and regularly change your password.","Keep your account safe and regularly change your password.","no","no",
"auth","create_account","Create an account","Create an account","no","no",
"auth","current_password","Current password","Current password","no","no",
"auth","delete_account","Delete account","Delete account","no","no",
"auth","delete_account_text","I understand that deleting my account will remove all of my personal data and
this is a permanent action.","I understand that deleting my account will remove all of my personal data and
this is a permanent action.","no","no",
"auth","email_address","Email address","Email address","no","no",
"auth","email_address_validation","An account with this email address already exists. Have you tried logging in?","An account with this email address already exists. Have you tried logging in?","no","no",
"auth","failed","These credentials do not match our records.","These credentials do not match our records.","no","no",
"auth","forgot_password","Forgot password","Forgot password","no","no",
"auth","forgotten_pw","Forgotten your password?","Forgotten your password?","no","no",
"auth","forgotten_pw_text","It happens to all of us. Simply enter your email to receive a password reset message.","It happens to all of us. Simply enter your email to receive a password reset message.","no","no",
"auth","login","Login","Login","no","no",
"auth","login_before_using_shareable_link","To complete your invitation please create an account below, or if you already have an account <a href="":login_url"">login here</a>.",NULL,"no","no",
"auth","new_password","New password","New password","no","no",
"auth","new_repeat_password","Repeat new password","Repeat new password","no","no",
"auth","password","Password","Password","no","no",
"auth","profile_admin","Admin only","Admin only","no","no",
"auth","profile_admin_text","Here admins have the ability to change a user's role or their associated groups","Here admins have the ability to change a user's role or their associated groups","no","no",
"auth","repeat_password","Repeat password","Repeat password","no","no",
"auth","repeat_password_validation","Passwords do not match or are fewer than six characters","Passwords do not match or are fewer than six characters","no","no",
"auth","reset","Reset","Reset","no","no",
"auth","reset_password","Reset password","Reset password","no","no",
"auth","save_preferences","Save preferences","Save preferences","no","no",
"auth","save_user","Save user","Save user","no","no",
"auth","set_preferences","Click here to set your email preferences for our discussion platform","Click here to set your email preferences for our discussion platform","no","no",
"auth","sign_in","I remembered.  Let me sign in","I remembered.  Let me sign in","no","no",
"auth","throttle","Too many login attempts. Please try again in :seconds seconds.","Too many login attempts. Please try again in :seconds seconds.","no","no",
"auth","user_role","User role","User role","no","no",
"battcatora","about","About",NULL,"no","no",
"battcatora","branding.powered_by","Powered by data from:",NULL,"no","no",
"battcatora","info.body-s1-header","What is BattCat?",NULL,"no","no",
"battcatora","info.body-s1-p1","We want to understand how batteries can cause devices fail so that we can tell policymakers how future models can be made easier to repair. Repair reduces waste and lessens the strain on our planet’s resources.",NULL,"no","no",
"battcatora","info.body-s1-p2","With BattCat, you can join our investigation. We’ve collected information on over 1,000 broken devices and we need your help to categorise them.",NULL,"no","no",
"battcatora","info.body-s2-header","What do do I need to do?",NULL,"no","no",
"battcatora","info.body-s2-p1","Simply read the information about the broken device and select the type of fault described from the list underneath. If you’re not sure, just select ‘I don’t know’ at the bottom. Once you’ve selected an option, we’ll show you another device. The more device faults you can categorise, the more we learn!",NULL,"no","no",
"battcatora","info.body-s3-header","Where does BattCat get data about broken devices?",NULL,"no","no",
"battcatora","info.body-s3-p1","BattCat uses information from the <a href="":url"" target=""_blank"">Open Repair Alliance</a>, which collects data about broken devices that real people around the world have tried to fix at community events, such as Repair Cafés and Restart Parties.",NULL,"no","no",
"battcatora","info.body-s4-header","More questions?",NULL,"no","no",
"battcatora","info.body-s4-p1","Find out more, and give us your feedback, in the <a href="":url"" target=""_blank"">BattCat discussion</a>.",NULL,"no","no",
"battcatora","info.title","Thank you for trying BattCat",NULL,"no","no",
"battcatora","status.brand","Brand",NULL,"no","no",
"battcatora","status.items_0_opinions","with 0 opinions",NULL,"no","no",
"battcatora","status.items_1_opinion","with 1 opinion",NULL,"no","no",
"battcatora","status.items_2_opinions","with 2 opinions",NULL,"no","no",
"battcatora","status.items_3_opinions","with 3 opinions",NULL,"no","no",
"battcatora","status.items_majority_opinions","Items with majority opinions",NULL,"no","no",
"battcatora","status.items_opinions","Items / opinions",NULL,"no","no",
"battcatora","status.items_split_opinions","Items with split opinions",NULL,"no","no",
"battcatora","status.number_of_records","Number of records",NULL,"no","no",
"battcatora","status.opinions","opinions",NULL,"no","no",
"battcatora","status.problem","Problem",NULL,"no","no",
"battcatora","status.progress","complete",NULL,"no","no",
"battcatora","status.status","Status",NULL,"no","no",
"battcatora","status.task_completed","You've seen them all, thanks",NULL,"no","no",
"battcatora","status.total","Total",NULL,"no","no",
"battcatora","status.winning_opinion","Winning opinion",NULL,"no","no",
"battcatora","survey.a1","Strongly disagree",NULL,"no","no",
"battcatora","survey.a2","Disagree",NULL,"no","no",
"battcatora","survey.a3","Neutral",NULL,"no","no",
"battcatora","survey.a4","Agree",NULL,"no","no",
"battcatora","survey.a5","Strongly agree",NULL,"no","no",
"battcatora","survey.footer","Pressing either button will take you back to BattCat",NULL,"no","no",
"battcatora","survey.header1","Thank you!",NULL,"no","no",
"battcatora","survey.header2","We are already planning future quests, just like this one. To make the next one even better, we have some quick questions for you.",NULL,"no","no",
"battcatora","survey.invalid","Please answer all of the questions",NULL,"no","no",
"battcatora","survey.q1","BattCat has increased my interest in repairing",NULL,"no","no",
"battcatora","survey.q2","BattCat has made me think more about electronic waste",NULL,"no","no",
"battcatora","survey.q3","BattCat has changed how I think about buying electronics",NULL,"no","no",
"battcatora","survey.q4","BattCat has changed my view of the importance of repair",NULL,"no","no",
"battcatora","survey.send","Send",NULL,"no","no",
"battcatora","survey.skip","Skip",NULL,"no","no",
"battcatora","task.brand","Brand",NULL,"no","no",
"battcatora","task.device","Device",NULL,"no","no",
"battcatora","task.did_you_know","Did you know?",NULL,"no","no",
"battcatora","task.fetch_another","I don't know",NULL,"no","no",
"battcatora","task.go_with","Go with",NULL,"no","no",
"battcatora","task.learn_more","Learn more",NULL,"no","no",
"battcatora","task.problem","Description of problem",NULL,"no","no",
"battcatora","task.progress_subtitle","The percentage of devices we have classified so far",NULL,"no","no",
"battcatora","task.progress_title","Our progress",NULL,"no","no",
"battcatora","task.question-endoflife","What prevented this device from being repaired?",NULL,"no","no",
"battcatora","task.question-repairable","What are the next steps?",NULL,"no","no",
"battcatora","task.signpost_1","An average tablet produces the equivalent of 150 kg of CO2 during its life. But because it takes lots of precious materials and intensive manufacturing to make each tablet, over 75% of that impact occurs before it’s switched on for the first time.",NULL,"no","no",
"battcatora","task.signpost_2","Repairing a device extends its life, reduces its overall environmental impact and lowers demand for new products. In fact, if we used every computer in Europe for one year longer, we could divert 3 million tonnes of CO2e.",NULL,"no","no",
"battcatora","task.signpost_3","The European Union is planning to include tablets and smartphones in Ecodesign rules by 2022. This will give us the chance to call for the Right to Repair these devices. Rules decided by the EU could also be used to influence laws in other places, including the UK.",NULL,"no","no",
"battcatora","task.signpost_4","""We want to tell policymakers why tablets break and how they could be made easier to fix. Community repair groups around the world have been recording this information, and by trying BattCat, you are helping us analyse it.""",NULL,"no","no",
"battcatora","task.signpost_5","Thank you! <a href=""https://survey.actionproject.eu/chat/?data=U2FsdGVkX1%207YCj%20CRieUSNsHbebWsbk97sB4QRw%2F%206soz4B9MsCqwSYA2WEWYjmPruZ%20bkR8PKsQbSX5dPmLQ%3D%3D"">Please take our survey</a>",NULL,"no","no",
"battcatora","task.signpost_6","Thank you for helping! Every fault you categorise makes this data more useful. Why not <a href=""../"">join our community</a> too?",NULL,"no","no",
"battcatora","task.source","Source",NULL,"no","no",
"battcatora","task.status","Status",NULL,"no","no",
"battcatora","task.step1","Read the information about the broken device.",NULL,"no","no",
"battcatora","task.step1-extra","A volunteer tried to fix this device at a community repair event and wrote this description.",NULL,"no","no",
"battcatora","task.step2-extra","Select the option that best fits the problem described above.",NULL,"no","no",
"battcatora","task.strapline","Simply read the information about the broken device and select the type of fault described from the list underneath.",NULL,"no","no",
"battcatora","task.subtitle","A volunteer tried to fix this device at a community repair event and wrote this description.",NULL,"no","no",
"battcatora","task.thankyou_guest","Thank you for helping! Every fault you categorise makes this data more useful. Why not <a href=""../"">join our community</a> too?",NULL,"no","no",
"battcatora","task.thankyou_user","Thank you! <a href=""https://survey.actionproject.eu/chat/?data=U2FsdGVkX1%207YCj%20CRieUSNsHbebWsbk97sB4QRw%2F%206soz4B9MsCqwSYA2WEWYjmPruZ%20bkR8PKsQbSX5dPmLQ%3D%3D"">Please take our survey</a>",NULL,"no","no",
"battcatora","task.title","BattCat: categorise battery problems",NULL,"no","no",
"battcatora","task.translate","Translate",NULL,"no","no",
"calendars","add_to_calendar","Add to calendar",NULL,"no","no",
"calendars","events_modal_text","Add all your upcoming events to your google/Outlook/Yahoo/Apple calendar with the link below.",NULL,"no","no",
"calendars","events_modal_title","Access all events in your personal calendar",NULL,"no","no",
"calendars","find_out_more","Find out more",NULL,"no","no",
"calendars","see_all_calendars","See all my calendars",NULL,"no","no",
"dashboard","add_avatar","Add an avatar","Add an avatar","no","no",
"dashboard","add_data_add","Add",NULL,"no","no",
"dashboard","add_data_heading","Add Data",NULL,"no","no",
"dashboard","add_event","Add",NULL,"no","no",
"dashboard","add_skills","Add your skills","Add your skills","no","no",
"dashboard","catch_up","Catch up with your groups by clicking below.",NULL,"no","no",
"dashboard","devices_logged","devices logged","devices logged","no","no",
"dashboard","discussion_header","Meet the community","Discussion Forum","no","no",
"dashboard","getting_started_header","Getting started","Getting Started","no","no",
"dashboard","getting_started_text","Welcome to the Restarters community space!  Here are a few actions to get you started:","Welcome to the Restarters community space.  Here are a few actions to get you started:","no","no",
"dashboard","getting_the_most","Getting started",NULL,"no","no",
"dashboard","getting_the_most_bullet1","<strong>Get fixing</strong>: <a href=""https://restarters.net/group"" target=""_blank"" rel=""noopener"">follow your nearest community repair group</a> and brush up or share your skills with our <a href=""https://wiki.restarters.net/"" target=""_blank"">repair wiki</a>.",NULL,"no","no",
"dashboard","getting_the_most_bullet2","<strong>Get organising</strong>: <a href=""https://talk.restarters.net/session/sso?return_path=https://talk.restarters.net/t/how-to-run-a-repair-event-the-restart-party-kit/324/"" target=""_blank"">learn how to run a repair event</a> and/or <a href=""https://talk.restarters.net/c/community-repair/5"" target=""_blank"">ask the community for help on Talk</a>.",NULL,"no","no",
"dashboard","getting_the_most_bullet3","<strong>Get chatting</strong>: <a href=""https://talk.restarters.net/session/sso?return_path=https://talk.restarters.net/"" target=""_blank"">catch up on the latest conversations</a> on our forum, Talk. Why not <a href=""https://talk.restarters.net/t/who-is-everyone-meet-and-greet/44"" target=""_blank"">introduce yourself</a> too?",NULL,"no","no",
"dashboard","getting_the_most_bullet4","<strong>Get analytical</strong>: see our impact in <a href=""https://restarters.net/fixometer"" target=""_blank"">the Fixometer</a>. Or <a href=""https://restarters.net/workbench"" target=""_blank"">join a data quest</a> to power up our Right to Repair advocacy (no expertise required).",NULL,"no","no",
"dashboard","getting_the_most_intro","Restarters.net is a free, open source platform for a global community of people making local repair events happen and campaigning for our Right to Repair.",NULL,"no","no",
"dashboard","groups_heading","Groups",NULL,"no","no",
"dashboard","groups_near_you_follow_action","Follow",NULL,"no","no",
"dashboard","groups_near_you_header","Groups near you",NULL,"no","no",
"dashboard","groups_near_you_none_nearby","There are currently no groups near you that have been added to Restarters.net.",NULL,"no","no",
"dashboard","groups_near_you_see_more","See more groups",NULL,"no","no",
"dashboard","groups_near_you_set_location","<a href="":profile_url"">Set your town/city</a> to help us find groups near you.",NULL,"no","no",
"dashboard","groups_near_you_start_a_group","Would you like to start or add a group?  <a href="":resources_url"">Learn more</a>.",NULL,"no","no",
"dashboard","groups_near_you_text","Follow a repair group to find out more about community repair in your area.",NULL,"no","no",
"dashboard","groups_near_you_your_location_is","Your town/city is currently set to :location.",NULL,"no","no",
"dashboard","interested_details","<p>Anyone with interest and some skills in organising can start a community repair group. Check out our <a href=""https://talk.restarters.net/t/how-to-run-a-repair-event-the-restart-party-kit/324"">event planning kit</a> or view our <a href=""https://talk.restarters.net/c/community-repair/school"">resources for schools</a>.</p><p>Once you're ready to start a group, simply create one on the <a href=""/group"">Groups page</a>.  And if you'd like some help, just ask over on the forum, <a href=""https://talk.restarters.net/c/community-repair/5"">Talk</a>.",NULL,"no","no",
"dashboard","interested_starting","Want to start your own community repair group?",NULL,"no","no",
"dashboard","join_discussion","Join the discussion","Join the discussion","no","no",
"dashboard","join_group_host","Follow or create a group",NULL,"no","no",
"dashboard","join_group_link_host","Check for groups nearby",NULL,"no","no",
"dashboard","join_group_link_restarter","Find a group",NULL,"no","no",
"dashboard","join_group_restarter","Follow a repair group",NULL,"no","no",
"dashboard","log_devices","Log devices",NULL,"no","no",
"dashboard","networks_you_coordinate","View the networks that you coordinate.",NULL,"no","no",
"dashboard","newly_added","Newly added: :count group in your area!|Newly added: :count groups in your area!",NULL,"no","no",
"dashboard","no_groups","<strong>There are no groups in your area, yet.</strong><br />",NULL,"no","no",
"dashboard","no_groups_intro","There are community <a href=""/group/all"">groups all over the world</a>. You're welcome to follow any group to get notified when they organise events.",NULL,"no","no",
"dashboard","rsvp_event","RSVP to an event","RSVP to an event","no","no",
"dashboard","see_all_groups","see all",NULL,"no","no",
"dashboard","see_all_groups_near_you","See all groups near you →",NULL,"no","no",
"dashboard","see_your_impact","And see your impact in the Fixometer",NULL,"no","no",
"dashboard","sidebar_help","We're here to help with all your hosting questions.",NULL,"no","no",
"dashboard","sidebar_intro_1","We are a global community of people who run local repair events and campaign for our Right to Repair. Restarters.net is our free, open source toolkit.",NULL,"no","no",
"dashboard","sidebar_kit1","Check out our",NULL,"no","no",
"dashboard","sidebar_kit2","free event planning kit!",NULL,"no","no",
"dashboard","sidebar_let_us_know","Just let us know",NULL,"no","no",
"dashboard","title","Welcome to Restarters",NULL,"no","no",
"dashboard","upcoming_events_subtitle","Your groups' upcoming events:",NULL,"no","no",
"dashboard","upcoming_events_title","Upcoming events",NULL,"no","no",
"dashboard","visit_wiki","Visit the wiki","Visit the wiki","no","no",
"dashboard","your_groups_heading","Your Groups",NULL,"no","no",
"dashboard","your_networks","Your networks",NULL,"no","no",
"device-audits","created.metadata","On :audit_created_at, :user_name created record <strong>:audit_url</strong>",NULL,"no","no",
"device-audits","created.modified.age","<strong>Age</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.brand","<strong>Brand</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.category","<strong>Category</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.category_creation","<strong>Category Creation</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.do_it_yourself","<strong>Do it yourself</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.estimate","<strong>Estimate</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.event","<strong>Event</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.iddevices","<strong>Device ID</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.model","<strong>Model</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.more_time_needed","<strong>More time needed</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.problem","<strong>Problem</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.professional_help","<strong>Professional Help</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.repair_status","<strong>Repair Status</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.repaired_by","<strong>Reparied by</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.spare_parts","<strong>Spare Parts</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","created.modified.wiki","<strong>Wiki</strong> set as ""<strong>:new</strong>""",NULL,"no","no",
"device-audits","unavailable_audits","No changes have been made to this device!","No changes have been made to this device!","no","no",
"device-audits","updated.metadata","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","no","no",
"device-audits","updated.modified.age","<strong>Age</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Age</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","no","no",
"device-audits","updated.modified.brand","<strong>Brand</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Brand</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","no","no",
"device-audits","updated.modified.category","<strong>Category</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Category</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","no","no",
"device-audits","updated.modified.category_creation","<strong>Category Creation</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Category Creation</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","no","no",
"device-audits","updated.modified.do_it_yourself","<strong>Do it yourself</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Do it yourself</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","no","no",
"device-audits","updated.modified.estimate","<strong>Estimate</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Estimate</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","no","no",
"device-audits","updated.modified.event","<strong>Event</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","no","no",
