group,key,en,fk,lang,alias,trans
auth,throttle,"Too many login attempts. Please try again in :seconds seconds.","Too many login attempts. Please try again in :seconds seconds.",de,de,"Zu viele Anmeldeversuche. Bitte versuchen Sie es in :Sekunden Sekunden erneut."
auth,user_role,"User role","User role",de,de,"Rolle des Benutzers"
battcatora,status.problem,Problem,Problem,de,de,Problem
battcatora,status.status,Status,Status,de,de,Status
battcatora,survey.a3,Neutral,Neutral,de,de,Neutral
battcatora,task.brand,Brand,Brand,de,de,Marke
battcatora,task.status,Status,Status,de,de,Status
dashboard,add_avatar,"Add an avatar","Add an avatar",de,de,"Einen Avatar hinzufügen"
dashboard,add_skills,"Add your skills","Add your skills",de,de,"Fügen Sie Ihre Fähigkeiten hinzu"
dashboard,devices_logged,"devices logged","devices logged",de,de,"erfasste Geräte"
dashboard,getting_started_header,"Getting started","Getting Started",de,de,"Erste Schritte"
dashboard,join_discussion,"Join the discussion","Join the discussion",de,de,"Beteiligen Sie sich an der Diskussion"
dashboard,rsvp_event,"RSVP to an event","RSVP to an event",de,de,"RSVP für eine Veranstaltung"
dashboard,visit_wiki,"Visit the wiki","Visit the wiki",de,de,"Besuchen Sie das Wiki"
device-audits,unavailable_audits,"No changes have been made to this device!","No changes have been made to this device!",de,de,"An diesem Gerät wurden keine Änderungen vorgenommen!"
device-audits,updated.metadata,"On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>",de,de,"Am :audit_created_at hat :user_name den Datensatz <strong>:audit_url</strong> aktualisiert"
device-audits,updated.modified.age,"<strong>Age</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Age</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Alter</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
device-audits,updated.modified.brand,"<strong>Brand</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Brand</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Marke</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
device-audits,updated.modified.category,"<strong>Category</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Category</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Kategorie</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
device-audits,updated.modified.category_creation,"<strong>Category Creation</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Category Creation</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Kategorie Erstellung</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
device-audits,updated.modified.do_it_yourself,"<strong>Do it yourself</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Do it yourself</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Do it yourself</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
device-audits,updated.modified.estimate,"<strong>Estimate</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Estimate</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Schätzung</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
device-audits,updated.modified.event,"<strong>Event</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Ereignis</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
device-audits,updated.modified.model,"<strong>Model</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Model</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Modell</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
device-audits,updated.modified.more_time_needed,"<strong>More time needed</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>More time needed</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Mehr Zeit benötigt</strong> wurde geändert von ""<strong>:alt</strong>"" in ""<strong>:neu</strong>"""
device-audits,updated.modified.problem,"<strong>Problem</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Problem</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Problem</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
device-audits,updated.modified.professional_help,"<strong>Professional Help</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Professional Help</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Professionelle Hilfe</strong> wurde von ""<strong>:alt</strong>"" auf ""<strong>:neu</strong>"" geändert."
device-audits,updated.modified.repair_status,"<strong>Repair Status</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Repair Status</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"Der <strong>Reparaturstatus</strong> wurde von ""<strong>:alt</strong>"" auf ""<strong>:neu</strong>"" geändert."
device-audits,updated.modified.repaired_by,"<strong>Reparied by</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Reparied by</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Repariert von</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
device-audits,updated.modified.spare_parts,"<strong>Spare Parts</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Spare Parts</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Ersatzteile</strong> wurde geändert von ""<strong>:alt</strong>"" in ""<strong>:neu</strong>"""
device-audits,updated.modified.wiki,"<strong>Wiki</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Wiki</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Wiki</strong> wurde von ""<strong>:alt</strong>"" auf ""<strong>:neu</strong>"" geändert."
devices,age,Age,Age,de,de,Alter
devices,brand,Brand,Brand,de,de,Marke
devices,by_date,"By date","By date",de,de,"Nach Datum"
devices,by_taxonomy,"By taxonomy","By taxonomy",de,de,"Nach Taxonomie"
devices,category,Category,Category,de,de,Kategorie
devices,category_of_device,"Category of device","Category of device",de,de,"Kategorie des Geräts"
devices,comment,Comment,Comment,de,de,Kommentar
devices,delete_device,"Delete device","Delete device",de,de,"Gerät löschen"
devices,delete_device_content,"Delete this device from the Fixometer","Delete this device from the Fixometer",de,de,"Dieses Gerät aus dem Fixometer löschen"
devices,device_brand,"Device brand","Device brand",de,de,"Marke des Geräts"
devices,device_brand_placeholder,"E.g. Samsung, Apple, Bose...","E.g. Samsung, Apple, Bose...",de,de,"Z.B. Samsung, Apple, Bose..."
devices,device_id,"Device ID","Device ID",de,de,Geräte-ID
devices,device_info,"Device info","Device info",de,de,"Informationen zum Gerät"
devices,device_model,"Device model","Device model",de,de,"Modell des Geräts"
devices,device_model_placeholder,"E.g. XPS, iPad, Viao, Wii","E.g. XPS, iPad, Viao, Wii",de,de,"Z.B. XPS, iPad, Viao, Wii"
devices,devices_description,"Description of problem/solution","Description of problem/solution",de,de,"Beschreibung des Problems/Lösung"
devices,edit_devices,"Edit device","Edit device",de,de,"Gerät bearbeiten"
devices,edit_devices_details,"Edit device details","Edit device details",de,de,"Gerätedetails bearbeiten"
devices,edit_devices_details_content,"Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum.","Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum.",de,de,"Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum."
devices,end,End,End,de,de,Ende
devices,event_info,"Event info","Event info",de,de,"Infos zur Veranstaltung"
devices,eventdate,"Event Date","Event Date",de,de,"Datum der Veranstaltung"
devices,eventgroup,"Event (Group)","Event (Group)",de,de,"Ereignis (Gruppe)"
devices,field_device_images,"Add device images here","Add device images here",de,de,"Gerätebilder hier hinzufügen"
devices,field_device_images_2,"Choose compelling images that show off your work","Choose compelling images that show off your work",de,de,"Wählen Sie aussagekräftige Bilder, die Ihre Arbeit zur Geltung bringen"
devices,fixed,Fixed,Fixed,de,de,Festgelegt
devices,from_date,"From date","From date",de,de,"Vom Datum"
devices,from_manufacturer,"From manufacturer","From manufacturer",de,de,"Vom Hersteller"
devices,from_third_party,"From third party","From third party",de,de,"Von einer dritten Partei"
devices,graphic-camera,Camera,Camera,de,de,Kamera
devices,graphic-comment,Comment,Comment,de,de,Kommentar
devices,group,Group,Group,de,de,Gruppe
devices,location,Location,Location,de,de,Standort
devices,model,Model,Model,de,de,Modell
devices,n/a,N/A,N/A,de,de,K.A.
devices,repair,"Repair date","Repair date",de,de,"Datum der Reparatur"
devices,repair_barrier,"Barriers to repair?","Barriers to repair?",de,de,"Hindernisse für die Reparatur?"
devices,repair_details,"Next steps","Next steps",de,de,"Nächste Schritte"
devices,repair_info,"Repair info","Repair info",de,de,Reparatur-Infos
devices,repair_source,"Source of repair information","Source of repair information",de,de,"Quelle der Reparaturinformationen"
devices,repair_status,"Repair status","Repair status",de,de,"Status der Reparatur"
devices,repair_url,"URL for repair information","URL for repair information",de,de,"URL für Reparaturinformationen"
devices,repairable,Repairable,Repairable,de,de,Repairable
devices,required_impact,"kg - required for environmental impact calculation","kg - required for environmental impact calculation",de,de,"kg - erforderlich für die Berechnung der Umweltauswirkungen"
devices,save_device,"Save device","Save device",de,de,"Gerät speichern"
devices,search_comments,"Search comments","Search comments",de,de,"Kommentare suchen"
devices,search_comments_placeholder,"E.g. Screen not working","E.g. Screen not working",de,de,"Z.B. Bildschirm funktioniert nicht"
devices,spare_parts_required,"Spare parts required?","Spare parts required?",de,de,"Ersatzteile erforderlich?"
devices,state,State,State,de,de,Staat
devices,to_date,"To date","To date",de,de,"Bis heute"
devices,upload_photos,"Upload photos","Upload photos",de,de,"Fotos hochladen"
devices,useful_repair_urls,"URL of useful repair information used","URL of useful repair information used",de,de,"URL der verwendeten nützlichen Reparaturinformationen"
devices,useful_repair_urls_explanation,"Useful repair URL","Useful repair URL",de,de,"Nützliche Reparatur-URL"
devices,useful_repair_urls_helper,"Enter URL here","Enter URL here",de,de,"URL hier eingeben"
devices,various,Various,Various,de,de,Verschiedene
devices,weight,Weight,Weight,de,de,Gewicht
event-audits,created.metadata,"On :audit_created_at, :user_name created record <strong>:audit_url</strong>","On :audit_created_at, :user_name created record <strong>:audit_url</strong>",de,de,"Am :audit_created_at, :user_name erstellte Datensatz <strong>:audit_url</strong>"
event-audits,created.modified.end,"<strong>Event End Time</strong> set as ""<strong>:new</strong>""","<strong>Event End Time</strong> set as ""<strong>:new</strong>""",de,de,"<strong>Ereignis-Endzeit</strong> als ""<strong>:neu</strong>"" eingestellt"
event-audits,created.modified.event_date,"<strong>Event Date</strong> set as ""<strong>:new</strong>""","<strong>Event Date</strong> set as ""<strong>:new</strong>""",de,de,"<strong>Ereignisdatum</strong> als ""<strong>:neu</strong>"" eingestellt"
event-audits,created.modified.free_text,"<strong>Free Text</strong> set as ""<strong>:new</strong>""","<strong>Free Text</strong> set as ""<strong>:new</strong>""",de,de,"<strong>Freier Text</strong> als ""<strong>:neu</strong>"" eingestellt"
event-audits,created.modified.group,"<strong>Event Group ID</strong> set as ""<strong>:new</strong>""","<strong>Event Group ID</strong> set as ""<strong>:new</strong>""",de,de,"<strong>Ereignisgruppen-ID</strong> als ""<strong>:neu</strong>"" eingestellt"
event-audits,created.modified.hours,"<strong>Event Hours</strong> set as ""<strong>:new</strong>""","<strong>Event Hours</strong> set as ""<strong>:new</strong>""",de,de,"<strong>Event Hours</strong> als ""<strong>:new</strong>"" eingestellt"
event-audits,created.modified.idevents,"<strong>Event ID</strong> set as ""<strong>:new</strong>""","<strong>Event ID</strong> set as ""<strong>:new</strong>""",de,de,"<strong>Ereignis-ID</strong> als ""<strong>:neu</strong>"" eingestellt"
event-audits,created.modified.latitude,"<strong>Event Latitude</strong> set as ""<strong>:new</strong>""","<strong>Event Latitude</strong> set as ""<strong>:new</strong>""",de,de,"<strong>Ereignis Breitengrad</strong> als ""<strong>:neu</strong>"" eingestellt"
event-audits,created.modified.location,"<strong>Event Location</strong> set as ""<strong>:new</strong>""","<strong>Event Location</strong> set as ""<strong>:new</strong>""",de,de,"<strong>Ereignisort</strong> als ""<strong>:neu</strong>"" festgelegt"
event-audits,created.modified.longitude,"<strong>Event Longitude</strong> set as ""<strong>:new</strong>""","<strong>Event Longitude</strong> set as ""<strong>:new</strong>""",de,de,"<strong>Ereignis Längengrad</strong> als ""<strong>:neu</strong>"" eingestellt"
event-audits,created.modified.pax,"<strong>pax</strong> set as ""<strong>:new</strong>""","<strong>pax</strong> set as ""<strong>:new</strong>""",de,de,"<strong>pax</strong> als ""<strong>:neu</strong>"" eingestellt"
event-audits,created.modified.start,"<strong>Event Start Time</strong> set as ""<strong>:new</strong>""","<strong>Event Start Time</strong> set as ""<strong>:new</strong>""",de,de,"<strong>Ereignis-Startzeit</strong> als ""<strong>:neu</strong>"" eingestellt"
event-audits,created.modified.venue,"<strong>Event Name</strong> set as ""<strong>:new</strong>""","<strong>Event Name</strong> set as ""<strong>:new</strong>""",de,de,"<strong>Ereignisname</strong> als ""<strong>:neu</strong>"" eingestellt"
event-audits,created.modified.volunteers,"<strong>Quantity of Volunteers</strong> set as ""<strong>:new</strong>""","<strong>Quantity of Volunteers</strong> set as ""<strong>:new</strong>""",de,de,"<strong>Anzahl der Freiwilligen</strong> als ""<strong>:neu</strong>"" eingestellt"
event-audits,unavailable_audits,"No changes have been made to this event!","No changes have been made to this event!",de,de,"Es wurden keine Änderungen an dieser Veranstaltung vorgenommen!"
event-audits,updated.metadata,"On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>",de,de,"Am :audit_created_at hat :user_name den Datensatz <strong>:audit_url</strong> aktualisiert"
event-audits,updated.modified.end,"<strong>Event End Time</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event End Time</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Ereignis-Endzeit</strong> wurde von ""<strong>:alt</strong>"" auf ""<strong>:neu</strong>"" geändert"
event-audits,updated.modified.event_date,"<strong>Event Date</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Date</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Ereignisdatum</strong> wurde von ""<strong>:alt</strong>"" auf ""<strong>:neu</strong>"" geändert"
event-audits,updated.modified.free_text,"<strong>Free Text</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Free Text</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Freier Text</strong> wurde von ""<strong>:alt</strong>"" auf ""<strong>:neu</strong>"" geändert."
event-audits,updated.modified.group,"<strong>Event Group ID</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Group ID</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Ereignisgruppen-ID</strong> wurde von ""<strong>:alt</strong>"" auf ""<strong>:neu</strong>"" geändert"
event-audits,updated.modified.hours,"<strong>Event Hours</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Hours</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Veranstaltungszeiten</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
event-audits,updated.modified.latitude,"<strong>Event Latitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Latitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Ereignis Breitengrad</strong> wurde von ""<strong>:alt</strong>"" auf ""<strong>:neu</strong>"" geändert"
event-audits,updated.modified.location,"<strong>Event Location</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Location</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Ereignisort</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
event-audits,updated.modified.longitude,"<strong>Event Longitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Longitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Ereignislänge</strong> wurde von ""<strong>:alt</strong>"" auf ""<strong>:neu</strong>"" geändert."
event-audits,updated.modified.pax,"<strong>pax</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>pax</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>pax</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
event-audits,updated.modified.start,"<strong>Event Start Time</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Start Time</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Ereignisstartzeit</strong> wurde von ""<strong>:alt</strong>"" auf ""<strong>:neu</strong>"" geändert"
event-audits,updated.modified.venue,"<strong>Event Name</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Name</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Ereignisname</strong> wurde geändert von ""<strong>:alt</strong>"" zu ""<strong>:neu</strong>"""
event-audits,updated.modified.volunteers,"<strong>Quantity of Volunteers</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Quantity of Volunteers</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""",de,de,"<strong>Anzahl der Freiwilligen</strong> wurde geändert von ""<strong>:alt</strong>"" in ""<strong>:neu</strong>"""
events,about_event_name_header,"About :event","About :event",de,de,"Über :event"
events,add_an_event,"Add an event","Add an event",de,de,"Ein Ereignis hinzufügen"
events,add_event,"Add event","Add event",de,de,"Ereignis hinzufügen"
events,add_event_content,"Announce your event on The Restart Project website and to fixers near you.","Announce your event on The Restart Project website and to fixers near you.",de,de,"Kündigen Sie Ihre Veranstaltung auf der Website von The Restart Project und bei Fixern in Ihrer Nähe an."
events,add_volunteer_modal_heading,"Add volunteer","Add volunteer",de,de,"Freiwillige hinzufügen"
events,all_restarters_attended_modal_description,"An overview of who attended your event and their skills.","An overview of who attended your event and their skills.",de,de,"Ein Überblick über die Teilnehmer Ihrer Veranstaltung und deren Fähigkeiten."
events,approve_event,"Approve Event","Approve Event",de,de,"Ereignis genehmigen"
events,by_event,"By event","By event",de,de,"Nach Veranstaltung"
events,by_group,"By group","By group",de,de,"Nach Gruppe"
events,co2_equivalence_visualisation_dropdown,"CO<sub>2</sub> equivalence visualisation","CO<sub>2</sub> equivalence visualisation",de,de,"Visualisierung der CO<sub>2</sub>-Äquivalenz"
events,create_event,"Create event","Create event",de,de,"Ereignis erstellen"
events,create_new_event,"Create new event","Create new event",de,de,"Neues Ereignis erstellen"
events,download-results,"Download Results (CSV)","Download Results (CSV)",de,de,"Ergebnisse herunterladen (CSV)"
events,edit_event,"Edit event","Edit event",de,de,"Ereignis bearbeiten"
events,embed_code_header,"Embed code","Embed code",de,de,"Code einbetten"
events,event,Event,Event,de,de,Veranstaltung
events,event_all,"See all events","See all events",de,de,"Alle Ereignisse anzeigen"
events,event_date,Date,Date,de,de,Datum
events,event_datetime,Date/time,Date/time,de,de,Datum/Uhrzeit
events,event_location,Location,Location,de,de,Standort
events,event_name,Event,Event,de,de,Veranstaltung
events,event_time,Time,Time,de,de,Zeit
events,events,Events,Events,de,de,Veranstaltungen
events,events_title_admin,"Events to moderate","Events to moderate",de,de,"Zu moderierende Veranstaltungen"
events,events-filter,"Events filter","Events filter",de,de,"Filter für Ereignisse"
events,field_add_image,"Add images","Add images",de,de,"Bilder hinzufügen"
events,field_event_city,City,City,de,de,Stadt
events,field_event_country,Country,Country,de,de,Land
events,field_event_county,County/State,County/State,de,de,Landkreis/Bundesland
events,field_event_date,"Date of event","Date of event",de,de,"Datum der Veranstaltung"
events,field_event_device_images,"Add device images here","Add device images here",de,de,"Gerätebilder hier hinzufügen"
events,field_event_device_images_2,,,de,de,
events,field_event_group,"Event group","Event group",de,de,Veranstaltungsgruppe
events,field_event_images,"Add event images here","Add event images here",de,de,"Bilder der Veranstaltung hier hinzufügen"
events,field_event_images_2,"Choose an image for your event","Choose an image for your event",de,de,"Wählen Sie ein Bild für Ihre Veranstaltung"
