id_ords,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,event_date,problem,translation,language
anstiftung_2464,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2016-09-01,"Er begnügte sich nicht mehr mit nur einem Blatt Papier pro Druckvorgang, er wollte mehr und die Error-LED leuchtete. Wir reinigten daher die Einzugsmechanik. Zuerst zog er das Papier schief ein und gab es nicht rechtzeitig wieder frei. Aber nach einigen Testläufen hatte sich der Ablauf wieder eingespielt und der Drucker funktioniert wieder.","Not content with just one more piece of paper per print operation, he wanted more and the error LED lit. Therefore, we cleaned the feeding mechanism. First he pulled the paper wrong and there was not time again. But after a few test runs, the sequence was replayed and the printer working again.",de
anstiftung_2498,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Repairable,2016-06-16,"Druckte nicht mehr.Wir haben das Netzteilmodul untersucht und festgestellt, dass eine Spannung fehlt. Mit einem neuen Netzteil kann dem Gerät wieder Leben eingehaucht werden.",no longer printed. We have studied the power supply module and found that a voltage is missing. With a new power supply life can be breathed into the device again.,de
anstiftung_2558,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2016-01-07,Es trat schon mehrfach Papierstau auf. Nun ließ sich das Papier nicht mehr ohne Eingriff herauslösen. Beim Auseinandernehmen stellten wir als wahrscheinlichste Ursache eine verschmutzte Schiene in der Fixiereinheit fest. Nach Reinigung und Entfernung der letzten Papierreste lief das Gerät wieder anstandslos.,"It appeared several times on paper jam. Now the paper could no longer detach without intervention. When disassembling, we found a dirty track in the fuser as the most likely cause. After cleaning and removing the last paper remains the unit was immaculate again.",de
anstiftung_2625,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,1997,Unknown,2015-06-04,Er hatte ein schlechtes Druckbild. Die Fehleranalyse ergab eine defekte Ansteuerung der Fixiereinheit - manuell betrieben funktionierte sie gut. Leider konnte die Ansteuerung nicht repariert werden und Ersatzteile sind auch nicht mehr zu bekommen.,"He had a bad print. The error analysis showed a defective control of the fixing unit - manually operated it worked well. Unfortunately, the drive could not be repaired and spare parts are not available anymore.",de
anstiftung_2642,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2015-05-07,"Es zeigte nur noch eine Fehlermeldung. Nach Internetrecherchen konnten wir den ""Fehler"" - ein eingebauter Zähler der Reinigungszyklen - zurücksetzen, das Gerät reinigen und es funktioniert wieder wie vorher.","It showed only an error message. After Internet research, we were able to ""Error"" - a built-in counter of cleaning cycles - Reset, clean the machine and it works again as before.",de
anstiftung_2710,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2014-11-06,"Es sollte aus einem einjährigen Dornröschenschlaf geweckt werden. Der Druckkopf war verstopft, sodass wir das Gerät zerlegen und den Druckkopf reinigen mussten. Nachdem die klebrig gewordene Tinte entfernt war (eine schmutzige Angelegenheit), erwachte der Drucker zu neuem Leben.","It should be woken up from a year-long slumber. The printhead was clogged, so we had to disassemble and clean the print head. After the sticky hardened ink was removed (a messy business), the printer back to life awoke.",de
anstiftung_2730,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Unknown,2014-09-17,"Er druckte leider nicht mehr.Nach einigen Reparaturversuchen durch Rücksetzten des Fehlers und Ausbau und Reinigung des Druckkopfes mussten wir leider feststellen, dass das Gerät ohne einen neuen Druckkopf (leider sehr teuer) nur noch ein Scanner bleiben wird.","Unfortunately, he is no longer printed. After several repair attempts by resetting the error and removal and cleaning of the print head, unfortunately, we had to find that the device is left without a new printhead (unfortunately very expensive) only one scanner.",de
anstiftung_2733,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2013-09-04,Funktionierte nicht mehr. Lösung nicht dokumentiert.,no longer worked. Solution is not documented.,de
anstiftung_2746,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2012-06-20,Funktionierte nicht mehr. Fehler und Lösung nicht dokumentiert.,no longer worked. Errors and solution is not documented.,de
anstiftung_2781,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Samsung,????,Unknown,2018-08-02,"An dem Laserdrucker funktionierte der Papiereinzug äußerst unzuverlässig - mal klappte es ohne Weiteres, mal zog der Drucker das Papier gar nicht und mal auch nur zur Hälfte ein. Wir hielten uns einige Zeit bei der Suche nach dem Fehler auf, konnten letztlich aber leider nichts finden. Da keine Zeit mehr zur vollständigen Demontage des Gerätes blieb, werden wir hier wohl beim nächsten Mal noch etwas genauer nachforschen.","On the laser printer, the paper feed worked extremely unreliable - sometimes it worked easily, sometimes the printer does not and sometimes only half pulled the paper. We talked to some time in the search for the error, but could ultimately unfortunately not find anything. Since there was no time more for complete disassembly of the device, we will probably investigate here the next time a little more closely.",de
anstiftung_2820,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,HP,????,Fixed,2018-07-19,"„Papierstau“ meldete der HP „Laserjet M1005 MFP“ Drucker einer bekümmerten Dame. Wir schraubten den Drucker auseinander und stellten fest: stimmt! Verstautes Papier hinaus, neues Papier an der - wohlbemerkt - richtigen Stelle hinein, und die Tintengeister erwachten zu neuem Leben.","""Paper Jam"" reported HP ""Laserjet M1005 MFP"" printer of a troubled lady. We screwed the printer apart and found: true! Stowed paper out, a new paper on the - mind you - place into it, and the ink spirits awakened to new life.",de
anstiftung_2849,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,HP,????,Repairable,2018-01-25,"Er druckte lediglich eine Seite und signalisierte anschließend einen Papierstau. Bis auf eine fehlende Farbpatrone konnten wir allerdings keinerlei Fehler entdecken. Wir vermuten, dass die Patrone bei diesem Gerät benötigt wird, damit die Mechanik problemlos funktioniert. Der Gast will nun einen erneuten Druckversuch mit einer farbigen Patrone unternehmen und schauen, ob die Fehlermeldung danach noch auftritt.","He printed only one side and then signaled a paper jam. Except for a missing color cartridge, however, we could not detect any errors. We suspect that the cartridge is required for this device so that the mechanism works fine. The guest wants to take a print again with a color cartridge and see if the error message after that occurs.",de
anstiftung_2940,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Unknown,2018-05-17,"Multifunktionsdrucker mit Druckproblemen - die Blattzufuhr arbeitete fehlerhaft, sodass ein Blatt Papier nur selten korrekt eingezogen und bedruckt wurde. Wenn das Gerät das Papier annahm, erfolgte der Ausdruck zusätzlich versetzt. Nach etwas Recherche und ein wenig Schütteln fanden wir im Gerät eine abgebrochene Plastiknase. Wo diese abgebrochen war, ließ sich allerdings nicht feststellen. Dieser Drucker wird wohl früher oder später den selben Weg nehmen wie viele andere Elektrogeräte.","Multifunction printer with printing problems - the sheet supply worked incorrectly, so that a sheet of paper were rarely properly drafted and printed. If the unit accepted the paper, the term was additionally added. After some research and a little shaking we found a broken plastic nose in the device. Where this was canceled, however, could not be determined. This printer will probably sooner or later take the same path as many other electrical appliances.",de
anstiftung_2941,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Brother,????,Repairable,2018-04-26,"Ein Brother „MFC J470DW“ Multifunktionsdrucker erkannte die gelbe Farbpatrone nicht mehr. Sein Besitzer äußerte den Verdacht, dass in der Aufnahme eine Feder zur Kontaktierung des Patronenchips abgebrochen sein könnte. Nach Zerlegung des Gerätes und näherer Inaugenscheinnahme konnten wir dies zwar bestätigen, fanden im Gehäuse jedoch keine Spur des fehlenden Kontaktes. Das defekte Teil wurde ausgebaut und der Gast beraten, wie er hierfür passenden Ersatz bekommen kann. Sollte das nicht klappen, müssen wir sonst beim nächsten Mal eine geeignete Lösung mit Teilen aus der Bastelkiste improvisieren.","A Brother ""MFC J470DW"" multifunction printer could not recognize the yellow color cartridge. His owner expressed the suspicion that in recording a spring for contacting the cartridge chips could be canceled. After disassembly of the unit and closer inspection we were able to confirm this though, but found no trace of the missing in the housing contact. The defective part was expanded and the guest advised how he can get suitable replacement for this. If that does not work, we need else next time to improvise a suitable solution with parts from the junk box.",de
anstiftung_3036,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Brother,????,Fixed,2019-06-06,"Das Papier wurde nicht mehr richtig eingezogen und verklemmte im Papierschacht.Papiereinzugswalzen wurden schon einmal in Fachwerkstatt gereinigt, hatte aber keinen dauerhaften Erfolg. Wir reinigten sie abermals gründlich und rieten dazu hochwertigeres Papier zu verwenden.","The paper was not feeding properly and jammed in the tray. Paper feed rollers were already cleaned by a specialist workshop, but had no lasting success. We cleaned again thoroughly and advised to higher quality paper to use.",de
anstiftung_3336,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Kyocera,????,Fixed,2019-07-17,Druckt nicht,not print,de
anstiftung_3362,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,HP,????,Unknown,2019-07-04,"Scannermechanik macht laute Geräusche.Wie sich herausstellte, wurde die Referenzfahrt des Schlittens innerhalb der Scannereinheit beim Starten nicht korrekt ausgeführt. Wir studierten ausgiebig die Funktionsweise des Gerätes, konnten aber nicht erkennen, mit welcher Sensorik die Referenzposition detektiert wird. Auch eine Reinigung der Optik, über die eventuell Positionsmarken erkannt werden, brachte nicht den gewünschten Erfolg. Letztlich ließ sich die Fehlerursache nicht ermitteln. Der Besitzer wird das Gerät zunächst als Drucker weiternutzen und zu gegebener Zeit fachgerecht entsorgen.","Scanner mechanism makes loud noises. As it turned out, the homing of the carriage was not executed correctly within the scanner unit at startup. We studied extensively the way the unit, but could not see with which sensor the reference position is detected. Also, clean the lens may position marks are detected on those who did not bring the desired success. Ultimately, the cause could not be determined. The owner will initially continue to use the machine as a printer and dispose of properly in due course.",de
anstiftung_3431,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2019-01-04,Druckbild verschmiert,Print image smearing,de
anstiftung_3439,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Epson,????,Unknown,2019-08-22,"Papierstau bei Einzug:Die Blockade wurde scheinbar durch eine Transportwalze verursacht, die auf einer Seite aus ihrer Arretierung gerutscht war und nun schief im Transportmechanismus hing. Die Reparatur scheiterte heute leider an der Zerlegung des Gerätes, das wenig reparaturfreundlich aufgebaut war. Beim nächsten Termin im Vereinshaus Anfang September, wenn unser Drucker-Experte wieder zugegen ist, werden wir hier jedoch weitermachen.","Paper jam in tray: The blockade was apparently caused by a transport roller, which had slipped to one side of her arrest and now hung in the wrong transport mechanism. Unfortunately, the repair failed today at the disassembly of the unit, which was set up little repair. At the next appointment in the club house early September when our printer expert is present again, but we will carry on here.",de
anstiftung_345,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Lexmark,2007,Fixed,2018-11-07,Papiereinzug geht nicht mehrTransportgummiwalze gewendet und Feder eingesetzt,Paper feed is not turned over several transport squeegee and used spring,de
anstiftung_3475,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2019-01-04,Druckbild verschmiert,Print image smearing,de
anstiftung_3522,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Minolta,2013,Unknown,2019-08-17,Streifen,strip,de
anstiftung_3557,anstiftung,DEU,Elektro Sonstiges ~ Faxgerät,Printer/scanner,Unknown,????,Unknown,2019-09-08,Kopiervorgang bricht ab,Copying stops,de
anstiftung_3592,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Unknown,2015-11-08,defekt,malfunction,de
anstiftung_3670,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Unknown,2019-08-07,Stuerung defekt,Stuerung defective,de
anstiftung_3692,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Canon,????,Unknown,2019-08-20,Druckt leere Seiten,Printing blank pages,de
anstiftung_381,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Brother,????,Unknown,2018-11-17,Druckt sehr schlecht,Prints very poorly,de
anstiftung_3956,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Brother,????,Fixed,2019-10-19,Corondraht verschmutzt,Corondraht dirty,de
anstiftung_3961,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Epson,????,Fixed,2019-09-05,"Fortsetzung der Reparatur von vor zwei Wochen (Gruna)am Multifunktionsdruckers mit defektem Papiertransportmechanismus.Heute, da unser Drucker-Spezialist wieder zugegen war, konnten wir hier jedoch einen neuen Anlauf wagen. Nach dem Auseinanderbauen zeigte sich, dass am Kunstsstoffteil des Wellenlagers eine Nase für die Fixierung abgebrochen und die Anpressfeder ins Gehäuse gefallen war. Mit etwas Geschick setzten wir das Wellenlager und die Feder neu ein und richteten so die Transportwalze wieder gerade aus.","Continuation of the repair of two weeks (Gruna) on the multifunction printer with a defective paper transport mechanism. Today, as our printer specialist was present again, however, we were able to venture a new start here. After disassembly, it was found that canceled a nose for fixing the plastic part of the shaft bearing and the pressure spring had fallen into the case. With a little skill we used the shaft bearing and the spring, and re-directed to the transport roller back straight.",de
anstiftung_4070,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,HP,????,Fixed,2019-11-09,startet nicht,does not start,de
anstiftung_4071,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Canon,2016,Fixed,2019-11-09,druckt die Tinte nicht auf das Papier,the ink is not printed on the paper,de
anstiftung_4142,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Unknown,2019-11-10,Drückt nur teilweise,Presses only partially,de
anstiftung_4149,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Unknown,2019-11-10,Defekt,malfunction,de
anstiftung_4170,anstiftung,DEU,Computer ~ Scanner,Printer/scanner,Fujitsu,2007,Fixed,2019-11-14,"es kam immer wieder zum Papierstau. Wir fanden heraus, dass sich der Gummi der Transportrollen in den letzten 12 Jahren aufgelöst hatte. Wir entfernten die bröseligen Reste und bauten neue Rollen aus Klebeband und Schrumpfschlauch nach. Der Funktionstest war erfolgreich, das Gerät ist wieder in Ordnung.","It always came back to the paper jam. We found that the rubber of the transport rollers had dissolved in the last 12 years. We removed after the crumbly remains and built new rolls of tape and shrink tubing. The function test is successful, the device is back in order.",de
